idAccounts,AccountRef,AccountName,Description,AccountOwner,Currency,AccountType,BananaCode,Source,SourceRef,Follow,ShapeShift
2812,0x5577927b87503579704b95e46f2c5201238bafa3,0x557792,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2813,0x563b377a956c80d77a7c613a9343699ad6123911,0x563b37,"ShapeShift Withdrawal",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2814,0x571e3db0ad3f3afa3c0dcbff2526ab852a9acaba,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2815,0x584ea72094d6b26a17b1eccbc5ed2d8961debe5e,0x584ea7,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2816,0x589aa5ab5e111fcaa280ffeea6c95df78b48c247,0x589aa5,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2817,0x59c6a1316a3c2fae07d9c29546497d7f1ff800d5,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2818,0x5c2bb1e8ed0433fc71fbe19528a6a86e9d591a9e,0x5c2bb1,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2819,0x5c4f263c7675a4c18783395f24292aece1de7c0b,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2820,0x5da7dd1db2f254bd4eb522b4307884f3418d82a9,0x5da7dd,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,Output
2821,0x5e0419d4c5191a13604d4cfe5a61d48140a15971,0x5e0419,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2822,0x5e46a6beef263c05c1285ba54b423824b1f9b51a,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2823,0x5e7eb17261faf55091ae52262dd8615674d53bfb,0x5e7eb1,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2824,0x5f361bc37981c02a85e54b43f991e42289313400,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2825,0x5fc630ab42733bf34c958191f8b9babd520ca69d,0x5fc630,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2826,0x6014ac32378db6794a8caf7518831d58c69f884e,0x6014ac,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2827,0x623ea3ec9d4a07c03208180e5992d274eef2d1a2,0x623ea3,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2828,0x628bb33f6052dc249f88da642e84d246f01f5d8b,0x628bb3,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2829,0x64ad943e6ea3b2511c79b6eff798909ecfe44b3d,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2830,0x67106a5e25aeaba9ac2c47a0ebddc1797fcddc93,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2831,0x68dca5f6fa4cf7b7b404c55e98839ad3538fca7c,0x68dca5,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2832,0x6935a38090f4ed8a080e2aadb9fd4e8835e5653c,0x6935a3,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2833,0x696f14d5a185bd1362066d0b723b661c83254f13,0x696f14,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2834,0x6e55f79d9e864a0f9f7e873cb0dd2ca6347f4a69,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2835,0x6e7aac2fb14497c54224833edce10a736a085f37,"initial next","Jaxx ETH wallet",25,ETH,Wallet,NULL,Jaxx,NULL,Y,
2836,0x70daaaac5574ae2afbfdd64bcb97e350c33cfc81,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2837,0x716173ee3b37020909c6f8e89c38f5b5ca8c0e26,0x716173,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2838,0x72b11f96c15ba87c9c705e2fc3f24569f54dceb3,0x72b11f,"ShapeShift ETH deposit resolved",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2839,0x72bfa9a95c2e8729574dd70c0b793a5ff1eef057,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2840,0x739ded2552294a47f15ba36391fdfabe688eaa65,0x739ded,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2841,0x73ba3762a67bbf1d8968e02ed63deb590f8a60e7,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,
2842,0x75acd0e3e415ea0ac1a304b12f7b2d5d65ab05b8,0x75acd0,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2843,0x7678545473e5ae52e618d08511e09acb70650444,0x767854,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2844,0x78ad5cf57470621918906326c56f1bccf1ee6bf6,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2845,0x790a691b137db4d66a59e5cd552eb8eea79f5541,0x790a69,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2846,0x7ae4f88dc87515b49fdfc59869248211923fca09,0x7ae4f8,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2847,0x7b1e948a4249395e20fa74fcb63c9b2db0a54931,0x7b1e94,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2848,0x7df9553825471c61709b51734c021c02b62c65fd,0x7df955,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2849,0x7eda3db5991b69ae7e62aa3afb56b37985ac62cc,0x7eda3d,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2850,0x7ef781fe00e81c57c70ed93713253d9c94e5d2f8,0x7ef781,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2851,0x803cd47f509e34252d54bffe66aa8a2c20d8d775,0x803cd4,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2852,0x805124491807d819f528dd81424bc85b74517c04,0x805124,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2853,0x80cc9e773bcb1cb3582e2b0132be5492b8e44cdc,0x80cc9e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2854,0x816f6332d33bf4fecda39788266d7a683838cc6a,0x816f63,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2855,0x8194963617ff0dbe88e7d73f223d9dd9c72f6a55,0x819496,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2856,0x832a0df248be4e3d5e6a8428644f9a4f55e84f2e,0x832a0d,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2857,0x842f28c58585f52b5c29adb33679cba205277b5c,0x842f28,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2858,0x84e2be105167e90b34adbc6326443a8d6645479e,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,
2859,0x869d85ee8db0f85791122b062d3b550f51c85dbc,0x869d85,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2860,0x86a271ee943b391d26e5a6f024f70fbabf60dc5e,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2861,0x8a241f2beccb16acdd75ca04db9c4f363e7a5d92,0x8a241f,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2862,0x8c0d277fef2c9000718337893742915803bfed03,0x8c0d27,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2863,0x8c36f203883b3566cfd3908b53beb4381a322dbb,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2864,0x8e1472da5bb15195b836faa5354fb7e262813dcb,0x8e1472,"ShapeShift ETH deposit resolved",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2865,0x8f7ba4b0f548ecef66148126cc2b87ce0ad7c1be,0x8f7ba4,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2866,0x8fc9a13a4da1c7b3e82d7a53f63098036e726c74,0x8fc9a1,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2867,0x9002e25bc11080ae843993a18c18d418f6906f09,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2868,0x910d10ed2b9ad1e68dadd97e8545b5b9fe2cd5e4,0x910d10,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2869,0x918325e34ec6b2d444c7fea1d236c5882b03d165,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2870,0x91f3430099c74340b2591aa3b68558c9f45761c5,0x91f343,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2871,0x923ca35db7af87cdf67bdf4d08b41b65bd44c1ec,0x923ca3,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2872,0x96f98e65a822d3c34cbd3d93f4a6cbc4c7e0ea15,0x96f98e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2873,0x982438762d6f7947aabfdac392ef1b4d0dd30120,0x982438,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2874,0x98667479a5f3c9a98e1f8a5f47ae4a2724cc0cb8,0x986674,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2875,0x9968ab7651aae63a9d2e49fbc83cd79856bf1c15,0x9968ab,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2876,0x99b1f2ef51fee872ec9e4e39d53bbacd25a1e4c8,0x99b1f2,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2877,0x9b39b0f113fc841b37ac1d7ee3838d50460879cf,0x9b39b0,"ShapeShift ETH deposit resolved",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2878,0x9bff0b8171b800a74bcb787ac8a796df22286a5d,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2879,0x9c1468565b00b1ae74d257b3778e539f64a2b5e1,0x9c1468,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2880,0x9c7e87cfc726130d63b93050db5ba608e6bdc892,0x9c7e87,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2881,0x9d29292ae12b6534bc6aa47d219199e96b602ee5,0x9d2929,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2882,0x9d349e81d193f88e3d3ce29c491123861ee520e6,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2883,0x9d3b8734f65d65887d4a76eea142e13b80feb8c1,"Kjellin Bitrex","Peter Kjellins Bitrex deposit address",16,ETH,Exchange,NULL,Shapeshift,NULL,N,
2884,0xa03213ec0addf6499b00066b454dd98ff675340c,0xa03213,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2885,0xa085716c2a7530ef166ccf0c84bf333fed53ef97,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2886,0xa0a5b213625fe35264a4890a0261cda266e90a12,0xa0a5b2,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2887,0xa0e62ecb4a31b5e4485f6cbe509e539aa37e21e0,0xa0e62e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2888,0xa282f7878e1e2082ab6627be937225e245b2527a,0xa282f7,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2889,0xa318f916751fb1030a012987d67668e0b836cedf,0xa318f9,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2890,0xa4e5e8e38ca0c2d479a11ce0bd6d61a5485417f7,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2891,0xa6642d9dd584a945eb82d51e40bfbfe2bcc85e81,0xa6642d,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2892,0xa6fa47bc01500f1bfbda1bff311ac195a762623c,0xa6fa47,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2893,0xa9be82df7f5912308ac51dd710d8ddd7f772d312,0xa9be82,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2894,0xa9e980ebe659b56d0a932a8b39523cf00c3ca1da,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,
2895,0xac5a8e10a3aca51b1dbd7bd917712a9bd8645a53,0xac5a8e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2896,0xae5a974ed0cd3bc07cc3afa3a6d095732c0bc965,0xae5a97,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2897,0xaf326aabf33510379b0e5d88c0d8aa796917fc09,0xaf326a,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2898,0xafc6cde666f43eb5192bf55521f5def4864193e2,0xafc6cd,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2899,0xb04c8c7bc2249fa16673bfcd36cbb9786ed467f8,0xb04c8c,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2900,0xb09ec7d5623b6e12e5ab61985e56e6be82f39fa6,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2901,0xb36fb73eddbb195a17f01e49e045791e2c752bc5,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2902,0xb3f1687ce8277390ca861363f1f605970c7430d1,0xb3f168,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2903,0xb595a9fbb59cdd4c34a5d80951d509eccae42c66,0xb595a9,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2904,0xb6e2ca5c01eafb017ade6dc539709d816ca06d92,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2905,0xb7057e47b4bd4366f2856c2a602f8a2fed4a4789,0xb7057e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2906,0xb7299c18a494504cb6255d67977182118ffcead7,0xb7299c,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2907,0xb84b1fb044a9c6c7759c633c9b492dfe0a01fbb3,0xb84b1f,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2908,0xb8eaa82407c3c31dfeeed5be1e4236fdc50c722c,0xb8eaa8,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2909,0xb8eeaf849c8a7161acefed02be2ac12b4b1ac7bc,0xb8eeaf,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2910,0xb9783e7e1f7eafb8064813f5ed0b9d04217e3d8b,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2911,0xb984be93e374cfd87b4b63b012a6edc09c6b448d,0xb984be,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2912,0xbba90cda252f4ae5dfcd6f053127cdf51e683887,0xbba90c,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2913,0xbc84929e0ec957b06457d9157971bc88377aff13,0xbc8492,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2914,0xbd06536a56c3725625a3fd3d7577d65c530c19fd,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2915,0xbd9284cc2a185a1117cfee2d4e1eedfe3873f4ab,0xbd9284,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2916,0xbe1b4e821b22bbd263b1b35d34b595f2aab116eb,0xbe1b4e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2917,0xbe34f2cac36b0b473ce94eb91f6a3ca79b91fb99,0xbe34f2,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2918,0xbe9393a59455c68a75d4057790b6e19ad378a3b6,0xbe9393,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2919,0xbfacc0ac9c99d117992c4e76891ea18b0fc4d7b1,0xbfacc0,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2920,0xc06a02cc95c38574fa604e6c734daa0253d2621f,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2921,0xc0e291130a7cde076d38f390f01e71eb45e77a63,0xc0e291,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2922,0xc36f998f618ef63d21271e4fcb8be4a4329d4d08,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2923,0xc456e74842384604529b728a22b51561e70b72df,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2924,0xc534e1d9dbf72a0e58cf4dc42da3bdbb8271c6aa,0xc534e1,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2925,0xc800e370fac31c34e05be1e5508189ce2adc5b65,0xc800e3,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2926,0xc82173a67e715f8b7b66be4cfd76ce9af2e9bc8c,0xc82173,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2927,0xc91bd3d5b7a8a517f21a2065789aefa213f31fbd,0xc91bd3,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2928,0xc9507d378c9d6696c055dbaf3c65957170f0e511,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2929,0xcada4ef43d630b23088de144c84eb06d2413a4f4,0xcada4e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2930,0xccc68be8e835e3707a19d80b8c6f446983a8198a,0xccc68b,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2931,0xcd1c6eca952276808747ffd04713e8396fee3646,0xcd1c6e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2932,0xcfff5b69e4d94f4983800f75eb3fad98bde9648a,0xcfff5b,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2933,0xd09b60f6963802816c097931bb193dbd3c76c1b7,0xd09b60,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2934,0xd0b5fc421e6a2bc13f2986a0de53057a931f3258,0xd0b5fc,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2935,0xd229e2eac60eaab0d0f8de468a37b0c756697a4c,0xd229e2,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2936,0xd3273eba07248020bf98a8b560ec1576a612102f,0xd3273e,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2937,0xd3879b1631d521a61272a0885f41e6a0825a2196,0xd3879b,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2938,0xd40352c17e03db9f818f67c06f31ec692295a63d,0xd40352,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2939,0xd4545dae57fa232c77d12b4012579ba87ee62739,0xd4545d,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2940,0xd5e45250984439e43f4725b0bf861a560763b2bc,0xd5e452,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2941,0xd6d1e33e800e9e4ad3235a7abf0673d14687f556,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2942,0xd71d0164c2348f9f32c2c6dedacefbcb28c8d150,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2943,0xd841314c9c8ec5ba00d2050ecd81d132fc6f1392,0xd84131,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2944,0xd9f9f07f4c262f2e61eab52dc8447c6167464735,0xd9f9f0,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2945,0xdc0b24ee977b21ed1b8d823021df14be80deb0cc,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2946,0xdc30127c87ee5ff9802c532e0defdd6b28bbdb86,0xdc3012,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2947,0xde6d1e7e02cbaaf9f993539603e75a9b756ff69e,0xde6d1e,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2948,0xdf21ff4532a8af993148ceeb77d2b5c85f147800,0xdf21ff,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2949,0xe2536c77a54bd722ddd3935b900ad079d70f4568,0xe2536c,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2950,0xe307af70ce3f0f0fbbd51ec308a62e942d9da075,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2951,0xe3800739b428e4207385c5b1800fabeb05990664,0xe38007,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2952,0xe50299817e88e162f2ecbaa9c53d9e43bfc406f5,0xe50299,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2953,0xe6b250da9ce748368febc0ec3f5093156f2876fc,0xe6b250,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2954,0xe71b582fdae69c3af6e847bdf258dae5bb3b680b,0xe71b58,"ShapeShift error",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2955,0xe7e3ad34ac583394cdc93b1e548d4ad8fcddbad8,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2956,0xe870526c468b47ac373a06ec0a3bbd49f54f4182,0xe87052,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2957,0xe88382212cd53f485ee83cd120f2272c11fe03bd,0xe88382,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2958,0xe9161b33f94279b37f9f9b305abc27e8687b340a,0xe9161b,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2959,0xea4fcbe651d2ed90100c07d80977b1f66ed48974,0xea4fcb,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2960,0xeac7546f60c5bb6ce22b12a5dcff3fb6cc14aadb,0xeac754,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2961,0xeaf4f680181ce8497f79024722b7f17e4321ee07,0xeaf4f6,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2962,0xeb2930e1dddb45b2fa01436c3589f2818168cd3d,0xeb2930,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2963,0xebc2c6a26edd67ed4831066eed5b5d1ac5af6fa9,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2964,0xece9f791dc957690b33e0277927cc7e7b31770a5,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2965,0xecf3e665ef72d4b5f1c9b66a299751f428a4ad4a,0xecf3e6,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2966,0xeed16856d551569d134530ee3967ec79995e2051,,"ShapeShift Withdrawal",4,ETH,,NULL,Shapeshift,NULL,N,
2967,0xf0c6070566963c1c5f6a2bb74eee132c6db96ed4,0xf0c607,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2968,0xf19d0dafe0f3a7abeb70d01716c4e9d736301b84,0xf19d0d,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2969,0xf4a4b944a00da7c8ab4659c650786973c0961be2,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2970,0xf57f8c57000f509e37e3bd016a9b0790253c558f,0xf57f8c,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2971,0xf5c3da7aa213a99a4d494aea908dbe68160299ff,"recipe shoe","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2972,0xf648cf286808111af2369edbd7269662e23cb539,0xf648cf,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2973,0xf6d5b0414b494937c36449c1e449e8af2aaa1215,0xf6d5b0,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2974,0xf82709f2d34e5c31ec1a67e076aa469896e8b94c,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2975,0xf83974a78a47eb87a9424386b6879fc086aa4797,0xf83974,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2976,0xfa7941f34f2e9fc0bba62f685a43a3f7f2064ac6,0xfa7941,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2977,0xfac427d30df606ad3cf19455b8c7183baeb1bcb0,"cupboard canvas","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2978,0xfb1f2ca2840c93b738ac54ba5446ca868c6c4f5c,0xfb1f2c,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2979,0xfb27d2ddd73daae45d664271c2794e0c6bf09c90,0xfb27d2,"ShapeShift deposit",4,ETH,Wallet,NULL,Shapeshift,NULL,N,Input
2980,0xfb41f3d3b87e2abb99ae71300cce65c7a9cd31cb,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
2981,0xfc30cf9a3d85746f892b68460ca8deb421b141f6,0xfc30cf,"ShapeShift ETH deposit failed",4,ETH,Wallet,NULL,Shapeshift,NULL,Y,
2982,0xfca3438ea7feb6f4466146cab825f5d12c829486,"grunt mirror","ETC to ETH",2,ETH,Wallet,NULL,Jaxx,NULL,Y,Output
